product_hs92_code,product_name_short,product_name,pci,density,effort,efficiency,cog,strategic_score,export_value,import_value
3911,Petroleum resins,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulfides, polysulfones and other products specified in note 3 to this chapter, not elsewhere specified or included, in primary forms",1.564,0.14,0.86,1.8164924506387923,1.438,0.4584274972152438,1869891,108106360
8462,Machine tools for molding and forging metals,"Machine tools (including presses) for working metal by forging, hammering or die-stamping; machine tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met",1.546,0.14300000000000002,0.857,1.801864801864802,1.359,0.4556717974904817,12995427,264332698
2926,Nitrile-function compounds,Nitrile-function compounds,1.565,0.137,0.863,1.8113425925925926,1.481,0.4554824858215301,17655,18160552
8482,Ball or roller bearings,"Ball or roller bearings, and parts thereof",1.373,0.16500000000000004,0.835,1.6423444976076556,1.236,0.455357253400538,137635107,503364506
9013,Liquid crystal devices,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter; parts and accessories thereo",1.513,0.15200000000000002,0.848,1.7820965842167256,1.177,0.45507620219282874,1220646,46940576
9022,X-ray machines,"Apparatus based on the use ofX-rays or of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, c",1.717,0.124,0.876,1.9578107183580389,1.381,0.4543343231537501,7037743,203727161
8413,Pumps for liquids,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof",1.577,0.135,0.865,1.8210161662817552,1.464,0.4529385245871335,100949973,1101179786
9011,Optical microscopes,"Compound optical microscopes, including those for photomicrography, cinemicrography or microprojection; parts and accessories thereof",1.639,0.137,0.863,1.8969907407407407,1.201,0.45283921387975146,951810,18673756
8101,Tungsten (wolfram),"Tungsten (wolfram) and articles thereof, including waste and scrap",1.467,0.15200000000000002,0.848,1.7279151943462898,1.27,0.4515374102476537,3314320,4558825
3403,Lubricants,"Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, antirust or anticorrosion preparations and mold release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of t",1.616,0.134,0.866,1.8638985005767015,1.335,0.45074694768729,8449931,121587338
8202,Handsaws,"Handsaws, and metal parts thereof; blades for saws of all kinds (including slitting, slotting or toothless saw blades), and base metal parts thereof",1.558,0.14600000000000002,0.854,1.8222222222222224,1.145,0.4505218963090314,17995673,53698227
8514,Industrial electric furnaces,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss; parts thereof,1.495,0.14100000000000001,0.859,1.738372093023256,1.499,0.45024480828431973,479357,318593375
8408,Compression-ignition internal combustion piston engines,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines),1.491,0.14600000000000002,0.854,1.743859649122807,1.349,0.44972556609305797,50003911,641808704
9010,"Apparatus and equipment for photographic laboratories, n.e.c.","Apparatus and equipment for photographic (including cinematographic)laboratories, not specified or included elsewhere in this chapter; negatoscopes; projection screens; parts and accessories thereof",1.621,0.139,0.861,1.8805104408352669,1.141,0.4493524216318229,2018208,5431950
8508,Vacuum cleaners,Vacuum cleaners; parts thereof,1.469,0.15400000000000003,0.846,1.7343565525383708,1.161,0.44898819858743033,606812,143946540
9030,Instruments for measuring electricity,"Oscilloscopes, spectrum analyzers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 9028;instruments and apparatus for measuring or detecting alpha, beta, gamma, X-ray, cosmic or other ionizin",1.469,0.14900000000000002,0.851,1.7241784037558687,1.277,0.4465598029112709,22124288,152545502
8414,"Pumps, compressors, fans, etc.","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof",1.386,0.15500000000000003,0.845,1.6382978723404256,1.338,0.4450891727359126,255305617,1206621434
8480,Molding boxes for metal foundry,"Molding boxes for metal foundry; mold bases; molding patterns; molds for metal (other than ingot molds), metal carbides, glass, mineral materials, rubber or plastics",1.528,0.14200000000000002,0.858,1.7788125727590223,1.269,0.44442925660815275,32165392,297541755
8439,Machinery for making paper,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard (other than the machinery of heading 8419); parts thereof,1.494,0.14300000000000002,0.857,1.7412587412587412,1.347,0.4443826471026595,2935684,489206633
8208,Knives and blades for machines,"Knives and cutting blades, for machines or for mechanical appliances,and base metal parts thereof",1.572,0.128,0.872,1.8006872852233677,1.535,0.4427629885304961,10001647,42436726
8420,"Calendering or other rolling machines, other than for metals or glass","Calendering or other rolling machines, other than for metals or glass, and cylinders therefor; parts thereof",1.684,0.122,0.878,1.9158134243458476,1.354,0.4421224722197646,646244,33602502
9024,Machines for testing the mechanical properties of materials,"Machines and appliances for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials (for example, metals, wood, textiles, paper, plastics), and parts and accessories thereof",1.643,0.128,0.872,1.8820160366552119,1.286,0.4413758630926956,808085,27056976
8460,Machines with grinding stones for finishing metal,"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of headin",1.607,0.133,0.867,1.8513824884792627,1.232,0.440516505720774,1049068,34828192
7002,Glass balls,"Glass in balls (other than microspheres of heading 7018), rods or tubes, unworked",1.465,0.14500000000000002,0.855,1.7114485981308412,1.311,0.4401229354491958,1364402,51217521
9026,Instruments for measuring properties of liquids or gases,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",1.489,0.14,0.86,1.72938443670151,1.377,0.4394326611203371,11773531,214081646
3701,Photographic plates,"Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitized, unexposed, whether or not in packs",1.379,0.15800000000000003,0.842,1.6358244365361803,1.177,0.43934827147382144,526815,36601856
5910,"Transmission belts or belting, of textile material","Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material:",1.447,0.14600000000000002,0.854,1.6923976608187135,1.31,0.43834446428104457,677325,13084098
2921,Amine-function compounds,Amine-function compounds,1.344,0.15100000000000002,0.849,1.5811764705882354,1.444,0.43546257802829297,2377116,99837734
9031,Measuring instruments,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this chapter; profile projectors; parts and accessories thereof",1.509,0.137,0.863,1.7465277777777777,1.341,0.43539291322675044,107953502,321243823
9032,Automatic regulating instruments,Automatic regulating or controlling instruments and apparatus; parts and accessories thereof,1.38,0.15700000000000003,0.843,1.6350710900473933,1.111,0.43347734846851005,96425328,526143136
8540,"Thermionic, cold cathode or photocathode tubes","Thermionic, cold cathode or photocathode tubes (for example, vacuum or vaporor gas filled tubes, mercury arc rectifying tubes, cathode-ray tubes, television camera tubes);parts thereof",1.465,0.14500000000000002,0.855,1.7114485981308412,1.146,0.4297651200066346,642589,3081934
2934,Nucleic acids and their salts,"Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds",1.385,0.15300000000000002,0.847,1.6332547169811322,1.135,0.4282785063072889,90625657,91189727
8446,Looms,Weaving machines (looms),1.454,0.15000000000000002,0.85,1.708578143360752,0.985,0.42711718136257515,1478774,51482929
8464,Machine tools for working stone,"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass",1.411,0.14,0.86,1.6387921022067364,1.416,0.4261086656054884,155794,18290294
7226,"Flat-rolled products of other alloy steel, width < 600 mm","Flat-rolled products of other alloy steel, of a width of less than 600 mm",1.351,0.14800000000000002,0.852,1.5838218053927315,1.355,0.42552695516035194,5869887,37812564
7107,Silver clad metals,"Base metals clad with silver, not further worked than semi- manufactured",2.066,0.11699999999999999,0.883,2.3371040723981897,0.005,0.4237563168893209,15502,823044
8463,"Other machine tools for working metal, without removal","Other machine tools for working metal or cermets, without removing material",1.439,0.14,0.86,1.6713124274099884,1.286,0.4236097802250927,914144,30373659
7223,Wire of stainless steel,Wire of stainless steel:,1.328,0.14900000000000002,0.851,1.5586854460093897,1.338,0.4217053166136084,21691810,38067968
6804,Grindstones,"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives,",1.249,0.15500000000000003,0.845,1.476359338061466,1.406,0.4213741508190832,26043755,90413882
3909,Amino-resins,"Amino-resins, phenolic resins and polyurethanes, in primary forms",1.318,0.15400000000000003,0.846,1.5560802833530107,1.187,0.4197980002420336,33305671,286492550
8467,"Tools for hand working, pneumatic, hydraulic motors","Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or nonelectric motor, and parts thereof",1.427,0.14300000000000002,0.857,1.6631701631701632,1.157,0.418880422103352,1243225,78813567
8523,Sound storage media,"Discs, tapes, solid-state non-volatile storage devices, smart cards and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter 37",1.166,0.18100000000000005,0.819,1.421951219512195,0.845,0.41877760928292473,5718255,153274456
3905,Polymers of vinyl acetate,"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms",1.231,0.17100000000000004,0.829,1.483132530120482,0.922,0.41793674576002504,6003055,92010317
8427,Fork-lift trucks,Fork-lift trucks; other works trucks fitted with lifting or handling equipment,1.436,0.133,0.867,1.6543778801843319,1.416,0.4176491705095526,5143116,214048411
3819,Hydraulic fluids,"Hydraulic brake, transmission fluid <70% petroleum oil",1.465,0.14100000000000001,0.859,1.7034883720930234,1.07,0.41724421614360213,513083,12999618
8441,Other machinery for making paper,"Other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds, and parts thereof",1.371,0.14100000000000001,0.859,1.594186046511628,1.343,0.4153615070342626,2731269,144471110
2911,Acetals and hemiacetals,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulfonated, nitrated or nitrosated derivatives",1.685,0.15100000000000002,0.849,1.9823529411764707,0.004,0.4145308676642481,20783,610568
8419,Equipment for temperature change of materials,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting,",1.324,0.14100000000000001,0.859,1.5395348837209304,1.421,0.410747836095412,49632388,1214983480
3919,Self-adhesive plastic sheets,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls",1.352,0.14100000000000001,0.859,1.5720930232558141,1.324,0.41032428329868825,63400671,380206526
2940,"Other sugars, chemically pure","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 2937, 2938 or 2939:",1.334,0.14100000000000001,0.859,1.5511627906976746,1.351,0.4083770353588904,13539139,9431894
9107,Time switches,Time switches with clock or watch movement or with synchronous motor:,1.43,0.14200000000000002,0.858,1.6647264260768335,0.99,0.40707235319612867,4598817,5332946
3912,Cellulose n.e.c.,"Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms",1.176,0.16800000000000004,0.832,1.411764705882353,1.009,0.4063128231938474,8409006,85422857
8484,Gaskets and similar joints of metal sheeting,"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals",1.261,0.15000000000000002,0.85,1.4817861339600469,1.272,0.4058448284428028,15931682,70292337
2907,"Phenols, phenol-alcohols",Phenols; phenol-alcohols,1.218,0.16200000000000003,0.838,1.4517282479141835,1.043,0.40562619379296116,4466476,44484643
8428,Other lifting machinery,"Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics)",1.266,0.15100000000000002,0.849,1.4894117647058824,1.201,0.40431926728200007,7643760,759085019
4007,Vulcanized rubber thread and cord,Vulcanized rubber thread and cord,0.839,0.22499999999999998,0.775,1.0811855670103092,0.382,0.40400295668531616,3805886,16669568
7229,Wire of other alloy steel,Wire of other alloy steel,1.13,0.16900000000000004,0.831,1.3581730769230769,1.068,0.4024376138591967,21559300,78446740
8534,Electronic printed circuits,Electronic printed circuits,0.882,0.20299999999999996,0.797,1.1052631578947367,0.839,0.40054676315582566,75510917,343273643
6805,Natural or artificial abrasive powder,"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up",1.304,0.14400000000000002,0.856,1.5215869311551926,1.21,0.39920204101198453,2175406,33753618
8527,Reception apparatus for radio broadcasting,"Reception apparatus for radio broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",0.952,0.19499999999999995,0.805,1.1811414392059552,0.82,0.39905500450089004,87645877,117058317
9001,Optical fibers,"Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",1.108,0.16900000000000004,0.831,1.3317307692307694,1.075,0.39833968409592063,138361676,125473172
8443,Printers and copiers,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof",1.062,0.17500000000000004,0.825,1.2857142857142858,1.029,0.3973239129024255,256873877,523961647
9029,Meters,"Revolution counters, production counters, taximeters, odometers, pedometers and the like; speedometers and tachometers, other than those of heading 9014 or 9015; stroboscopes;parts and accessories thereof",1.083,0.17500000000000004,0.825,1.311138014527845,0.956,0.3970907497431574,50369315,132180421
8404,Auxiliary parts for use with boilers,"Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof",1.07,0.17400000000000004,0.826,1.293833131801693,1.028,0.39702277270161845,4201237,160356580
7415,Screws and similar articles of copper,"Nails, tacks, drawing pins, staples (other than those of heading 8305) and similar articles, of copper or of iron or steel with heads of copper; screws,bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar",1.321,0.14,0.86,1.5342624854819977,1.237,0.396673305480552,2733088,21556119
8449,Machinery to manufacture felt,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats; parts thereof:",1.43,0.134,0.866,1.649365628604383,1.043,0.3949551352515369,32473,17948120
8481,Appliances for thermostatically controlled valves,"Taps, cocks, valves and similar appliances, for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves; parts thereof",1.286,0.138,0.862,1.4901506373117035,1.367,0.3939334241797436,189283860,1305693276
6903,Other refractory ceramic goods,"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths",1.201,0.15400000000000003,0.846,1.4179456906729635,1.139,0.39290260790963,1279907,32024411
2908,Derivatives of phenols,"Halogenated, sulfonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",1.383,0.14,0.86,1.6062717770034844,0.954,0.3914449646707555,1071604,1866627
8538,Parts for electrical apparatus,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537",1.083,0.16300000000000003,0.837,1.29236276849642,1.21,0.39029434559487547,179083953,360945013
8525,"Transmission apparatus for radio, telephone and TV","Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders",1.042,0.18200000000000005,0.818,1.2722832722832724,0.76,0.38954397840698707,2661139477,4443262339
8472,Other office machines,"Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting or wrapping machines, pencil-sharpening machines, perforating or stapling machines)",1.145,0.16100000000000003,0.839,1.3630952380952381,1.047,0.38899342150206884,1752321,57447811
8471,Computers,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",0.991,0.18700000000000006,0.813,1.2174447174447176,0.769,0.38893010780882936,243659875,1854068613
5911,Textile articles for technical use,"Textile products and articles, for technical uses, specified in note 7 to this chapter",1.246,0.14300000000000002,0.857,1.4522144522144522,1.244,0.38766893677364134,12862727,99967157
2930,Organo-sulfur compounds,Organo-sulfur compounds,1.086,0.16700000000000004,0.833,1.302158273381295,1.037,0.38762660409227556,19391846,174520619
8529,"Parts of radios, telephones, and T.V.s",Parts suitable for use solely or principally with the apparatus of headings8525 to 8528,0.824,0.20799999999999996,0.792,1.039092055485498,0.678,0.3875265138892117,218072982,618854299
8307,Flexible tubing of base metal,"Flexible tubing of base metal,with or without fittings",1.162,0.15400000000000003,0.846,1.3719008264462809,1.179,0.38745285691872833,722361,23022369
9114,Other clock or watch parts,Other clock or watch parts,0.928,0.18700000000000006,0.813,1.1400491400491402,0.953,0.3873204007953297,184681,4314731
2910,Epoxides,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulfonated, nitrated or nitrosated derivatives",1.251,0.14500000000000002,0.855,1.461448598130841,1.153,0.38678735697471195,56931,5198222
8603,Self-propelled railway coaches,"Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 8604",1.431,0.131,0.869,1.6448275862068966,0.989,0.3859819722847415,0,159176205
8485,"Machinery parts, not containing electrical features, n.e.c.","Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",1.19,0.14400000000000002,0.856,1.3885647607934655,1.365,0.3858188199139463,29865237,128952586
8507,Batteries,"Electric storage batteries, including separators therefor, whether or not rectangular(including square); parts thereof",1.297,0.14500000000000002,0.855,1.5151869158878504,0.983,0.3854483343801048,173915214,704126743
9021,Orthopedic appliances,"Orthopedic appliances,including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or",1.198,0.15000000000000002,0.85,1.4077555816686251,1.135,0.3844199024658913,13052279,89272941
8461,Other machine tools for planing and cutting metals,"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine tools working by removing metal or cermets, not elsewhere specified or included",1.256,0.137,0.863,1.4537037037037037,1.328,0.383519983071367,2574589,20129030
8445,Machines for preparing textile fibers,"Machines for preparing textile fibers; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft winding) machines and machines for preparing textile yarns for use on the machines o",1.185,0.15300000000000002,0.847,1.3974056603773586,1.06,0.38277387568241317,1095062,99232171
9108,"Watch movements, complete","Watch movements, complete and assembled",1.147,0.16200000000000003,0.838,1.3671036948748512,0.872,0.3803194311569907,64606,506112
8511,Electrical ignition equipment,"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, spark plugs and glow plugs, starter motors); generators (for",1.136,0.15400000000000003,0.846,1.3412042502951593,1.146,0.3800741361283929,115092523,258232241
5903,Textile fabrics impregnated with plastics,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 5902",1.243,0.14900000000000002,0.851,1.4589201877934275,0.95,0.3800571407861407,28366964,492870838
6902,"Bricks, tiles and similar refractory ceramic constructional goods","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths",1.155,0.15000000000000002,0.85,1.3572267920094008,1.17,0.3778635796199836,1277710,242849007
8504,Electrical transformers,"Electrical transformers, static converters (for example, rectifiers) and inductors; parts thereof",0.997,0.17100000000000004,0.829,1.2012048192771085,1.053,0.3778317380096324,570197452,1193793672
5906,Rubberized textile fabrics,"Rubberized textile fabrics, other than those of heading 5902",1.22,0.14200000000000002,0.858,1.420256111757858,1.201,0.3777975610671435,16870230,21433593
9611,Hand-operated stamps,"Date, sealing or numbering stamps and the like, (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing sticks",1.146,0.15400000000000003,0.846,1.3530106257378984,1.058,0.37659118239306144,188665,1694802
5603,Nonwoven textiles,"Nonwovens, whether or not impregnated, coated, covered or laminated",1.112,0.15600000000000003,0.844,1.315976331360947,1.098,0.37595005673281146,68942209,275557835
3212,"Pigments, nonaqueous","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail",1.01,0.16700000000000004,0.833,1.211031175059952,1.097,0.3757404292869594,1018367,35626883
8440,Bookbinding machinery,"Bookbinding machinery, including book-sewing machines, and parts thereof",1.12,0.15100000000000002,0.849,1.3176470588235296,1.202,0.3746409557044951,790274,4489430
8505,Electromagnets,"Electromagnets; permanent magnets and articles intended to become permanent magnets after magnetization;electromagnetic or permanent magnet chucks, clamps and similar holding devices;electromagnetic couplings, clutches and brakes; electromagnetic lifting",1.11,0.15500000000000003,0.845,1.3120567375886527,1.098,0.37364734349150597,47598049,73865026
8204,Wrenches,"Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); socket wrenches, with or without handles,drives or extensions; base metal parts thereof",1.149,0.15400000000000003,0.846,1.3565525383707202,0.99,0.3729348712881557,630655,50302268
2917,Polycarboxylic acids,"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives",0.919,0.18600000000000005,0.814,1.1276073619631903,0.765,0.37176151447535255,127210547,171699861
8417,Industrial furnaces,"Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof",1.233,0.137,0.863,1.4270833333333335,1.21,0.3714710429505243,2234272,499363258
8515,Electric soldering machines,"Electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazingor welding machines and apparatus, whether or not capable of cutting; electric machines and appara",1.173,0.137,0.863,1.357638888888889,1.376,0.36978328682316985,13186094,153895369
8547,Insulating fittings for electrical machines,"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets)incorporated during molding solely for the purposes of assembly, oth",1.084,0.15500000000000003,0.845,1.281323877068558,1.118,0.3695920615886956,3208647,95668774
4005,Compounded rubber,"Compounded rubber, unvulcanized, in primary forms or in plates, sheets or strip",1.153,0.14700000000000002,0.853,1.3501170960187354,1.12,0.3686258704518588,50851305,32697025
2932,Heterocyclic compounds with oxygen hetero-atom(s) only,Heterocyclic compounds with oxygen hetero-atom(s) only,1.152,0.14200000000000002,0.858,1.341094295692666,1.273,0.3685488760984406,2174765,99909850
8203,"Pliers, pincers and other metal handtools","Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt cutters, perforating punches and similar hand tools, and base metal parts thereof",0.966,0.17500000000000004,0.825,1.1694915254237288,0.883,0.368275910499668,2238729,33963789
7017,"Laboratory, hygienic or pharmaceutical glassware","Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated",1.132,0.14600000000000002,0.854,1.3239766081871345,1.21,0.3681156224195015,3561439,7419704
8521,Video recording apparatus,"Video recording or reproducing apparatus, whether or not incorporating a video tuner",0.931,0.17400000000000004,0.826,1.1257557436517533,1.013,0.3673126475491231,145116734,366239168
4010,Conveyor belts of vulcanized rubber,"Conveyor or transmission belts or belting, of vulcanized rubber",0.987,0.16400000000000003,0.836,1.1792114695340503,1.105,0.36586541029871256,63283377,100301483
8455,Metal-rolling mills,Metal-rolling mills and rolls therefor; parts thereof,1.014,0.15600000000000003,0.844,1.2,1.249,0.36539782637487006,610927,116754825
8501,Electric motors and generators,Electric motors and generators (excluding generating sets),0.955,0.16600000000000004,0.834,1.1437125748502994,1.142,0.36536187681120813,244298790,575900900
6815,Articles of stone or of other mineral substances,"Articles of stone or of other mineral substances (including carbon fibers, articles of carbon fibers and articles of peat), not elsewhere specified or included",1.149,0.14500000000000002,0.855,1.3422897196261683,1.135,0.3649632409413507,8540078,71260307
2916,Unsaturated acyclic monocarboxylic acids,"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives",0.874,0.16900000000000004,0.831,1.0504807692307694,1.295,0.3638891763512897,98110806,183748028
8526,Radar,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus",1.041,0.15700000000000003,0.843,1.2334123222748814,1.096,0.3631967424109328,67679185,127461127
5005,Yarn from silk waste,Yarn spun from silk waste not put up for retail sale,1.327,0.16200000000000003,0.838,1.5816448152562574,0.003,0.3627121273563679,2495,1634971
9006,Photographic cameras,Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 8539; parts and accessories thereof,0.889,0.17400000000000004,0.826,1.07496977025393,1.05,0.36094266722399176,1330549,28388929
3926,Other articles of plastic,Other articles of plastics and articles of other materials of headings 3901 to 3914,1.072,0.14700000000000002,0.853,1.2552693208430914,1.255,0.36064474839155775,173087299,1071000282
8708,Parts of motor vehicles,Parts and accessories of the motor vehicles of headings 8701 to 8705,0.986,0.16100000000000003,0.839,1.1738095238095239,1.092,0.35920702908778857,1963318899,3681623818
7416,Copper springs,Copper springs,0.884,0.17200000000000004,0.828,1.066344993968637,1.093,0.35887180893353215,1287991,66702053
3702,Photographic film in rolls,"Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed",1.145,0.15300000000000002,0.847,1.3502358490566038,0.808,0.3587953601035774,790248,4392398
7319,Articles for sewing of iron or steel,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included",0.702,0.20099999999999996,0.799,0.8775,0.838,0.358743840569573,381787,20464682
7505,"Nickel bars, wire etc.","Nickel bars, rods, profiles and wire",1.376,0.11399999999999999,0.886,1.5512965050732805,1.24,0.3580959356969194,100897,32961984
7609,Aluminum tube or pipe fittings,"Aluminum tube or pipe fittings (for example, couplings, elbows, sleeves)",1.053,0.14700000000000002,0.853,1.2330210772833723,1.268,0.3576008400781872,2073034,14159732
2929,Isocyanates,Compounds with other nitrogen function,1.162,0.138,0.862,1.3464658169177288,1.184,0.35740517204987715,5229640,149112900
9111,Watch cases and parts,Watch cases and parts thereof,0.865,0.18600000000000005,0.814,1.0613496932515338,0.685,0.35546745119035716,20204,749160
9402,"Medical, dental or veterinary furniture","Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and elevating mo",1.056,0.14800000000000002,0.852,1.2379835873388043,1.192,0.3553230735546378,20753176,31963666
4008,Vulcanized rubber plates,"Plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber",0.887,0.17100000000000004,0.829,1.0686746987951807,1.045,0.3546110220887464,5527032,41713299
8421,Centrifuges,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof",1.071,0.14700000000000002,0.853,1.2540983606557377,1.16,0.3544780009126797,277033160,1327819207
3407,Modeling pastes,"Modeling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms",1.103,0.14500000000000002,0.855,1.2885514018691588,1.107,0.35387288500488445,46165,16720422
