product_hs92_code,product_name_short,export_value,import_value,export_rca,pci,cog,distance,density,is_current_export,strategic_score
3701,Photographic plates,1588884,38170223,0.030385,1.237,0.418,0.83,0.17000000000000004,0,0.21029000000000006
9029,Meters,47311408,128555101,0.425751,1.249,0.334,0.832,0.16800000000000004,0,0.20983200000000007
8519,Sound reproducing apparatus,193668,2258845,0.019371,1.134,0.308,0.815,0.18500000000000005,0,0.20979000000000003
9012,"Microscopes, other than optical",116074,11204014,0.002075,1.69,0.367,0.876,0.124,0,0.20956
2848,Phosphides,620075,1292072,0.063311,1.449,0.267,0.857,0.14300000000000002,0,0.20720700000000003
8466,Parts and accessories for metal working machines,18353417,248150753,0.058812,1.308,0.493,0.843,0.15700000000000003,0,0.20535600000000004
9013,Liquid crystal devices,24633772,219893133,0.070016,1.251,0.401,0.836,0.16400000000000003,0,0.205164
8104,Magnesium,902997,6151318,0.034685,1.411,0.346,0.856,0.14400000000000002,0,0.20318400000000003
4904,"Music, printed or in manuscript",5776,310764,0.006285,1.557,0.0,0.87,0.13,0,0.20241
2851,"Inorganic compounds, liquid or compressed air",1314985,2745518,0.063537,1.413,0.267,0.857,0.14300000000000002,0,0.20205900000000002
8471,Computers,1043888827,4099606473,0.181678,1.029,0.361,0.806,0.19399999999999995,0,0.19962599999999994
7226,"Flat-rolled products of other alloy steel, width < 600 mm",1322960,30142659,0.026455,1.33,0.437,0.851,0.14900000000000002,0,0.19817000000000004
2928,Organix derivatives of hydrazine,286570,9074883,0.017773,1.336,0.384,0.852,0.14800000000000002,0,0.19772800000000004
3908,Polyamides,36960616,248078852,0.208579,1.283,0.47,0.846,0.15400000000000003,0,0.197582
7223,Wire of stainless steel,18915887,35585697,0.664618,1.217,0.437,0.838,0.16200000000000003,0,0.19715400000000005
8102,Molybdenum,0,372498,0.0,1.48,0.381,0.868,0.132,0,0.19536
7505,"Nickel bars, wire etc.",265917,31902769,0.004436,1.591,0.477,0.879,0.121,0,0.192511
8449,Machinery to manufacture felt,178610,10348955,0.020142,1.453,0.397,0.868,0.132,0,0.19179600000000002
9016,Balances of a sensitivity < 50 milligram,84052,6752028,0.0118,1.197,0.246,0.84,0.16000000000000003,0,0.19152000000000005
7006,Worked glass,6571174,5776190,0.174893,1.009,0.356,0.812,0.18799999999999994,0,0.18969199999999992
8439,Machinery for making paper,1707386,424545079,0.025898,1.323,0.451,0.857,0.14300000000000002,0,0.18918900000000002
9008,Still image projectors,128345,5029764,0.026874,1.045,0.0,0.819,0.18100000000000005,0,0.18914500000000004
8446,Looms,837521,35312029,0.041086,1.278,0.467,0.852,0.14800000000000002,0,0.18914400000000003
8482,Ball or roller bearings,137239102,487268424,0.361179,1.108,0.455,0.83,0.17000000000000004,0,0.18836000000000006
2907,"Phenols, phenol-alcohols",3882969,42746270,0.071065,1.11,0.364,0.831,0.16900000000000004,0,0.18759000000000006
8454,Machines used in metallurgy,2810470,99068717,0.074231,1.15,0.414,0.837,0.16300000000000003,0,0.18745000000000003
8476,Automatic goods-vending machines,1445395,5992906,0.055163,1.212,0.437,0.846,0.15400000000000003,0,0.18664800000000004
7507,Nickel tubes and pipes,547585,28036534,0.025815,1.402,0.475,0.867,0.133,0,0.186466
9011,Optical microscopes,322685,17755426,0.007898,1.322,0.404,0.859,0.14100000000000001,0,0.18640200000000004
3810,Pickling preparations for metal surfaces,3096747,48387150,0.126801,1.149,0.451,0.838,0.16200000000000003,0,0.18613800000000005
8461,Other machine tools for planing and cutting metals,1052468,24023313,0.030732,1.311,0.497,0.859,0.14100000000000001,0,0.18485100000000002
5910,"Transmission belts or belting, of textile material",140424,12985486,0.016436,1.181,0.471,0.844,0.15600000000000003,0,0.18423600000000004
2920,Esters of other inorganic acids of nonmetals,15012283,18937951,0.728907,1.186,0.432,0.845,0.15500000000000003,0,0.18383000000000002
8508,Vacuum cleaners,3230925,169665320,0.010078,1.192,0.402,0.846,0.15400000000000003,0,0.183568
8460,Machines with grinding stones for finishing metal,1193527,33446348,0.024044,1.237,0.43,0.852,0.14800000000000002,0,0.18307600000000004
3703,Photographic paper,85844,7711511,0.018946,1.211,0.25,0.849,0.15100000000000002,0,0.18286100000000005
8713,Wheelchairs,215147,16537389,0.008752,1.12,0.285,0.837,0.16300000000000003,0,0.18256000000000006
9114,Other clock or watch parts,255592,3823744,0.013957,0.882,0.327,0.794,0.20599999999999996,0,0.18169199999999996
2937,Hormones,34273,40597097,8.6e-05,1.487,0.257,0.879,0.121,0,0.179927
8520,Magnetic tape recorders,319524,11047545,0.01092,1.009,0.341,0.822,0.17800000000000005,0,0.17960200000000004
2924,Carboxyamide-function compounds,24172302,90526365,0.241913,1.237,0.381,0.855,0.14500000000000002,0,0.17936500000000002
8540,"Thermionic, cold cathode or photocathode tubes",671391,3455207,0.029712,1.258,0.458,0.858,0.14200000000000002,0,0.17863600000000002
2931,Other organo-inorganic compounds,2775627,207003614,0.03024,1.187,0.492,0.85,0.15000000000000002,0,0.17805000000000004
2842,Other salts of acids,120672,101754029,0.00376,1.133,0.343,0.843,0.15700000000000003,0,0.17788100000000004
7014,Signaling glassware,3416785,4047832,0.441054,1.177,0.457,0.849,0.15100000000000002,0,0.17772700000000002
2708,Pitch and pitch coke,47189,19603327,0.002774,1.024,0.277,0.827,0.17300000000000004,0,0.17715200000000006
8202,Handsaws,21489989,59707824,0.35069,1.18,0.411,0.85,0.15000000000000002,0,0.17700000000000002
8458,Lathes for removing metal,376235,58288045,0.00516,1.209,0.472,0.855,0.14500000000000002,0,0.17530500000000004
3910,Silicones in primary forms,9004159,110872410,0.093871,1.179,0.528,0.852,0.14800000000000002,0,0.17449200000000004
9006,Photographic cameras,1944240,22279519,0.066223,0.922,0.37,0.811,0.18899999999999995,0,0.17425799999999997
9611,Hand-operated stamps,31414,2623953,0.009528,1.08,0.324,0.839,0.16100000000000003,0,0.17388000000000003
2932,Heterocyclic compounds with oxygen hetero-atom(s) only,1819429,115702156,0.014928,1.173,0.451,0.852,0.14800000000000002,0,0.17360400000000004
9303,Other firearms,2763,3254820,0.000134,1.061,0.336,0.838,0.16200000000000003,0,0.17188200000000003
8529,"Parts of radios, telephones, and T.V.s",271448662,2789970943,0.193412,0.86,0.262,0.801,0.19899999999999995,0,0.17113999999999996
4005,Compounded rubber,62946902,35173033,0.79332,1.028,0.366,0.834,0.16600000000000004,0,0.17064800000000005
3911,Petroleum resins,1894432,111941172,0.022364,1.105,0.496,0.846,0.15400000000000003,0,0.17017000000000002
8479,Machines n.e.c.,77022219,1532764152,0.050763,1.021,0.481,0.834,0.16600000000000004,0,0.16948600000000003
8509,Electromechanical domestic appliances,195795047,227016887,0.422575,0.892,0.338,0.811,0.18899999999999995,0,0.16858799999999996
9103,Clocks with watch movements,16338,56431,0.021476,1.019,0.0,0.835,0.16500000000000004,0,0.16813500000000003
8401,Nuclear reactors and related equipment,31736,4490,0.000561,1.192,0.321,0.859,0.14100000000000001,0,0.168072
2816,Hydroxides or peroxides of magnesium,29462,3940366,0.008324,1.057,0.248,0.841,0.15900000000000003,0,0.16806300000000002
8547,Insulating fittings for electrical machines,4965881,100708816,0.059293,0.97,0.377,0.828,0.17200000000000004,0,0.16684000000000004
2940,"Other sugars, chemically pure",12689273,11666839,0.716232,1.095,0.459,0.848,0.15200000000000002,0,0.16644000000000003
5606,Gimp yarn,436351,10196383,0.056586,0.962,0.344,0.827,0.17300000000000004,0,0.16642600000000005
9105,Other clocks,73972,16694204,0.005261,1.073,0.0,0.845,0.15500000000000003,0,0.16631500000000002
8503,Parts for use with electric generators,36037563,205811109,0.120062,0.943,0.327,0.824,0.17600000000000005,0,0.16596800000000003
8211,Knife sets,1168724,33208299,0.031115,1.037,0.37,0.84,0.16000000000000003,0,0.16592
7017,"Laboratory, hygienic or pharmaceutical glassware",4521138,12634891,0.280871,1.091,0.421,0.848,0.15200000000000002,0,0.16583200000000003
4701,Mechanical woodpulp,5886,3360631,0.002599,1.017,0.277,0.837,0.16300000000000003,0,0.16577100000000003
9032,Automatic regulating instruments,74697158,462590851,0.175164,0.957,0.381,0.827,0.17300000000000004,0,0.16556100000000004
4906,"Architectural, engineering, etc. drawings",27871,672478,0.028425,0.953,0.0,0.827,0.17300000000000004,0,0.16486900000000004
8545,Carbon articles for eletrical purposes,18848657,147209906,0.273173,0.999,0.321,0.835,0.16500000000000004,0,0.16483500000000004
3822,Diagnostic or laboratory reagents,482164,189070036,0.001224,1.166,0.38,0.859,0.14100000000000001,0,0.164406
7302,Railway construction material of iron or steel,3804054,49321731,0.069859,1.053,0.364,0.844,0.15600000000000003,0,0.16426800000000003
9031,Measuring instruments,49298248,330427412,0.064972,1.077,0.431,0.848,0.15200000000000002,0,0.16370400000000002
8518,Microphones,258618668,558584388,0.423373,0.842,0.316,0.806,0.19399999999999995,0,0.16334799999999997
9027,Instruments for physical or chemical analysis,98476441,363898420,0.153902,1.195,0.493,0.864,0.136,0,0.16252000000000003
8006,Tin pipes or tubes and pipe fittings,4057,42377,0.026644,0.858,0.0,0.811,0.18899999999999995,0,0.16216199999999995
3704,"Photographic film, not developed",0,900478,0.0,0.912,0.0,0.823,0.17700000000000005,0,0.16142400000000004
7804,Lead foil <2mm,46972,899513,0.010556,1.055,0.307,0.847,0.15300000000000002,0,0.161415
6903,Other refractory ceramic goods,917358,36791292,0.03262,1.09,0.408,0.852,0.14800000000000002,0,0.16132000000000005
3821,Prepared culture media for micro-organisms,472405,18328429,0.011344,1.136,0.428,0.858,0.14200000000000002,0,0.161312
9617,Vacuum vessels,657040,95633408,0.009379,0.73,0.0,0.78,0.21999999999999997,0,0.16059999999999997
8427,Fork-lift trucks,4389031,231473725,0.011298,1.155,0.471,0.861,0.139,0,0.16054500000000002
4007,Vulcanized rubber thread and cord,2834804,23839694,0.332267,0.703,0.17,0.773,0.22699999999999998,0,0.15958099999999997
9001,Optical fibers,119033288,119743015,0.341203,0.916,0.352,0.826,0.17400000000000004,0,0.15938400000000005
8531,Electric sound or visual signaling apparatus,64735482,147986850,0.263609,0.82,0.3,0.806,0.19399999999999995,0,0.15907999999999994
2826,Flourides,3859016,16340006,0.203871,0.922,0.329,0.828,0.17200000000000004,0,0.15858400000000006
4909,Printed or illustrated postcards,680820,1607711,0.061075,0.8,0.231,0.802,0.19799999999999995,0,0.15839999999999999
9030,Instruments for measuring electricity,17146352,159830687,0.039115,1.007,0.44,0.844,0.15600000000000003,0,0.157092
5907,"Other textile fabrics impregnated, coated or covered",669734,11595399,0.064595,1.047,0.26,0.85,0.15000000000000002,0,0.15705000000000002
4812,Filter blocks of paper pulp,46165,4975899,0.01463,0.968,0.283,0.838,0.16200000000000003,0,0.15681600000000004
8448,Auxiliary machinery for use with knitting and textile machines,9534229,84697560,0.19514,0.896,0.438,0.825,0.17500000000000004,0,0.15680000000000005
8706,Vehicle chassis fitted with engines,2567333,40955086,0.067128,0.889,0.251,0.824,0.17600000000000005,0,0.15646400000000005
8514,Industrial electric furnaces,1464442,226309595,0.014336,1.117,0.548,0.86,0.14,0,0.15638000000000002
1506,Other animal fats and oils,0,2167119,0.0,0.981,0.263,0.841,0.15900000000000003,0,0.15597900000000003
8512,Electrical lighting equipment used for motor vehicles,245710267,296508597,0.565132,0.846,0.297,0.816,0.18400000000000005,0,0.15566400000000005
3909,Amino-resins,30600744,320080688,0.128942,0.928,0.408,0.833,0.16700000000000004,0,0.15497600000000003
2845,Non-radioactive isotopes,61366,861498,0.002158,0.965,0.173,0.84,0.16000000000000003,0,0.15440000000000004
9612,Typewriter ribbons and ink pads,12360610,26443018,0.703509,0.866,0.376,0.822,0.17800000000000005,0,0.15414800000000003
7114,Goldsmith and silversmith wares,10065630,217257,0.350271,0.824,0.272,0.813,0.18700000000000006,0,0.15408800000000003
7414,Endless bands of copper wire for machinery,9348,508223,0.024118,0.823,0.0,0.813,0.18700000000000006,0,0.15390100000000004
2813,Sulfides of nonmetals,738577,524998,0.283359,0.986,0.261,0.844,0.15600000000000003,0,0.15381600000000004
8101,Tungsten (wolfram),1944741,4126230,0.11945,1.01,0.487,0.848,0.15200000000000002,0,0.15352000000000002
8404,Auxiliary parts for use with boilers,583447,139876608,0.035963,0.872,0.348,0.824,0.17600000000000005,0,0.15347200000000005
8607,Parts of railway locomotives,26398442,50859946,0.167848,0.959,0.325,0.84,0.16000000000000003,0,0.15344000000000002
8501,Electric motors and generators,310996504,664821646,0.371108,0.875,0.403,0.825,0.17500000000000004,0,0.15312500000000004
8436,Other agricultural machinery,2163781,73553224,0.01961,0.855,0.288,0.821,0.17900000000000005,0,0.15304500000000004
9003,"Frames for spectacles, goggles",1037918,23680907,0.0136,0.845,0.349,0.819,0.18100000000000005,0,0.15294500000000003
8535,Electrical apparatus for > 1k volts,6053333,175802944,0.04016,0.98,0.445,0.844,0.15600000000000003,0,0.15288000000000002
9304,"Other arms (air guns, truncheons, etc.)",202514,4854743,0.009264,0.989,0.235,0.846,0.15400000000000003,0,0.15230600000000002
8538,Parts for electrical apparatus,136346671,365427239,0.273621,0.868,0.382,0.825,0.17500000000000004,0,0.15190000000000003
2912,Aldehydes,26367076,49427387,0.885817,0.994,0.487,0.848,0.15200000000000002,0,0.15108800000000003
8307,Flexible tubing of base metal,377714,25652729,0.008866,0.972,0.348,0.845,0.15500000000000003,0,0.15066000000000002
7319,Articles for sewing of iron or steel,405127,18378636,0.097546,0.757,0.321,0.801,0.19899999999999995,0,0.15064299999999997
9107,Time switches,2072659,5759231,0.396329,1.042,0.363,0.856,0.14400000000000002,0,0.15004800000000001
8517,Telephones,1132446248,1535714905,0.748391,0.734,0.312,0.796,0.20399999999999996,0,0.14973599999999998
8464,Machine tools for working stone,807499,27170367,0.019684,0.889,0.404,0.832,0.16800000000000004,0,0.14935200000000004
9305,Parts of military weapons,482275,5187200,0.016233,0.843,0.236,0.823,0.17700000000000005,0,0.14921100000000004
8539,Electrical filament,38346410,81010706,0.52987,0.926,0.398,0.839,0.16100000000000003,0,0.14908600000000002
9112,Clock cases,30997,335838,0.134396,0.822,0.0,0.819,0.18100000000000005,0,0.14878200000000003
8433,Harvesting or agricultural machinery,22858784,108161843,0.071871,0.918,0.328,0.838,0.16200000000000003,0,0.14871600000000004
3002,Serums and vaccines,208740992,375950085,0.049694,1.209,0.449,0.877,0.123,0,0.148707
8402,Steam boilers,4976535,364858303,0.100688,0.788,0.32,0.812,0.18799999999999994,0,0.14814399999999997
9033,Other parts for machines and appliances,10927254,27231197,0.287894,0.813,0.304,0.818,0.18200000000000005,0,0.14796600000000004
6806,Mineral wools and insulating materials,12835136,67000608,0.191597,0.86,0.282,0.828,0.17200000000000004,0,0.14792000000000002
2903,Halogenated derivatives of hydrocarbons,91916603,141160326,0.739362,0.817,0.293,0.819,0.18100000000000005,0,0.14787700000000004
2929,Isocyanates,4314499,144278740,0.06109,1.034,0.433,0.857,0.14300000000000002,0,0.14786200000000002
9022,X-ray machines,7441408,209600853,0.022701,1.155,0.471,0.872,0.128,0,0.14784
5911,Textile articles for technical use,10116674,102555719,0.145066,0.965,0.398,0.847,0.15300000000000002,0,0.14764500000000003
9025,"Thermometers, hydrometers etc.",6283028,69329770,0.059648,0.834,0.378,0.823,0.17700000000000005,0,0.14761800000000003
8403,Central heating boilers,9192207,1539052,0.118468,0.843,0.294,0.825,0.17500000000000004,0,0.14752500000000004
9504,Games,9340144,174062100,0.026052,0.851,0.346,0.827,0.17300000000000004,0,0.14722300000000002
8527,Reception apparatus for radio broadcasting,68902053,107252962,0.464962,0.739,0.326,0.801,0.19899999999999995,0,0.14706099999999997
6805,Natural or artificial abrasive powder,2139460,36385379,0.036236,0.935,0.355,0.843,0.15700000000000003,0,0.14679500000000004
8208,Knives and blades for machines,9975348,44822432,0.229687,1.055,0.539,0.861,0.139,0,0.146645
8603,Self-propelled railway coaches,0,638203,0.0,1.003,0.39,0.854,0.14600000000000002,0,0.146438
2843,Compounds of precious metals,89766527,110340470,0.818546,1.241,0.401,0.882,0.118,0,0.146438
8470,"Cash registers, calculators, etc.",18539766,79800347,0.26486,0.712,0.231,0.795,0.20499999999999996,0,0.14595999999999995
8703,Cars,5720169921,2534601153,0.50903,0.884,0.321,0.835,0.16500000000000004,0,0.14586000000000005
5905,Textile wall coverings,218546,662526,0.120922,1.019,0.382,0.857,0.14300000000000002,0,0.145717
9104,Instrument panel clocks for vehicles,11489,544976,0.015018,0.846,0.0,0.828,0.17200000000000004,0,0.14551200000000003
8455,Metal-rolling mills,2285765,144094920,0.029259,0.891,0.413,0.838,0.16200000000000003,0,0.14434200000000003
6804,Grindstones,24457699,90269834,0.386994,0.894,0.494,0.839,0.16100000000000003,0,0.14393400000000003
8420,"Calendering or other rolling machines, other than for metals or glass",587536,34021972,0.029154,1.001,0.502,0.857,0.14300000000000002,0,0.143143
5801,Woven pile fabrics,2752749,34186768,0.098509,0.848,0.31,0.832,0.16800000000000004,0,0.14246400000000004
7504,Nickel powders,0,4710242,0.0,0.937,0.215,0.848,0.15200000000000002,0,0.14242400000000002
7508,Other articles of nickel,10909892,7779937,0.245222,1.225,0.325,0.884,0.11599999999999999,0,0.1421
9005,Binoculars and telescopes,794461,24176322,0.035801,0.91,0.343,0.844,0.15600000000000003,0,0.14196000000000003
8516,Electric heaters,434309893,533687832,0.534701,0.75,0.258,0.811,0.18899999999999995,0,0.14174999999999996
8708,Parts of motor vehicles,2047113457,3252692697,0.383544,0.832,0.36,0.83,0.17000000000000004,0,0.14144000000000004
8434,Dairy machinery,407583,12636574,0.014513,0.857,0.329,0.835,0.16500000000000004,0,0.14140500000000003
8601,Electric trains,0,6870802,0.0,0.93,0.325,0.848,0.15200000000000002,0,0.14136000000000004
8483,Transmission shafts,208762324,776668889,0.256701,0.968,0.485,0.854,0.14600000000000002,0,0.141328
5906,Rubberized textile fabrics,18946496,25760633,0.918937,0.942,0.404,0.85,0.15000000000000002,0,0.1413
4010,Conveyor belts of vulcanized rubber,65147576,108457069,0.833355,0.829,0.395,0.83,0.17000000000000004,0,0.14093000000000003
3504,Peptones,542542,58749127,0.009566,0.915,0.3,0.846,0.15400000000000003,0,0.14091000000000004
8108,Titanium,3281493,26391531,0.03211,1.065,0.321,0.868,0.132,0,0.14058
9402,"Medical, dental or veterinary furniture",22361247,36711480,0.363724,0.884,0.427,0.841,0.15900000000000003,0,0.14055600000000001
7222,Other bars and rods of stainless steel,1089370,72130151,0.013272,0.973,0.474,0.856,0.14400000000000002,0,0.14011200000000001
8472,Other office machines,3021274,136698038,0.04187,0.765,0.369,0.817,0.18300000000000005,0,0.13999500000000004
7012,Glass inners for vacuum flasks,100122,1015666,0.029682,0.74,0.339,0.811,0.18899999999999995,0,0.13985999999999996
8428,Other lifting machinery,6691679,731229006,0.014473,0.866,0.401,0.839,0.16100000000000003,0,0.13942600000000002
6603,Parts of umbrellas or walking sticks,242273,1725318,0.048728,0.726,0.254,0.808,0.19199999999999995,0,0.13939199999999996
8485,"Machinery parts, not containing electrical features, n.e.c.",32246525,154883992,0.193734,0.966,0.513,0.856,0.14400000000000002,0,0.139104
3407,Modeling pastes,207735,23300599,0.014125,0.924,0.372,0.85,0.15000000000000002,0,0.13860000000000003
8415,Air conditioners,184379099,959874344,0.228824,0.785,0.28,0.824,0.17600000000000005,0,0.13816000000000003
8481,Appliances for thermostatically controlled valves,184443092,1387325780,0.137382,0.861,0.445,0.84,0.16000000000000003,0,0.13776000000000002
9019,Therapy applicances,1266181,118060491,0.005916,0.855,0.253,0.839,0.16100000000000003,0,0.13765500000000003
8525,"Transmission apparatus for radio, telephone and TV",657868789,2614471126,0.171229,0.716,0.236,0.808,0.19199999999999995,0,0.13747199999999996
3003,"Medicaments, not packaged",6763333,36570772,0.03301,0.847,0.282,0.838,0.16200000000000003,0,0.13721400000000003
8302,"Base metal mountings, fittings and similar articles",41179145,449706599,0.08564,0.791,0.332,0.827,0.17300000000000004,0,0.13684300000000005
8715,Baby carriages,239059,33907249,0.008525,0.844,0.0,0.838,0.16200000000000003,0,0.13672800000000002
8465,Machine tools for working wood,2558602,75232386,0.025112,0.874,0.365,0.844,0.15600000000000003,0,0.13634400000000002
5909,Textile hosepiping and similar tubing,16629,6545931,0.003118,0.857,0.356,0.841,0.15900000000000003,0,0.13626300000000002
8210,"Hand-operated appliances, food preparation, <10kg",91492,10576342,0.010401,0.829,0.173,0.836,0.16400000000000003,0,0.13595600000000002
8546,Electrical insulators of any material,6934230,29912232,0.206194,0.821,0.364,0.835,0.16500000000000004,0,0.13546500000000003
8541,Semiconductor devices,700596885,648188028,0.495364,0.565,0.268,0.761,0.239,0,0.135035
5004,Silk yarn,0,3175341,0.0,0.749,0.23,0.82,0.18000000000000005,0,0.13482000000000002
4704,"Chemical woodpulp, sulfite",2461812,31024029,0.323437,0.91,0.242,0.852,0.14800000000000002,0,0.13468000000000002
7416,Copper springs,70096,3116796,0.027995,0.687,0.269,0.805,0.19499999999999995,0,0.13396499999999997
8477,Machinery for working rubber or plastics,10557269,723212200,0.027445,0.992,0.507,0.865,0.135,0,0.13392
7417,Copper cooking products,28552,727132,0.055902,0.689,0.0,0.806,0.19399999999999995,0,0.13366599999999995
3918,Plastic floor coverings,5312014,122579200,0.032597,0.795,0.318,0.832,0.16800000000000004,0,0.13356000000000004
7020,Other articles of glass,1410286,12863955,0.033039,0.704,0.339,0.811,0.18899999999999995,0,0.13305599999999995
7411,Copper tubes and pipes,1677175,176613491,0.01401,0.693,0.294,0.808,0.19199999999999995,0,0.13305599999999995
7412,Copper tube or pipe fittings,5731369,13938854,0.080827,0.826,0.319,0.839,0.16100000000000003,0,0.13298600000000002
7613,Aluminum containers for compressed or liquefied gas,1110942,2805727,0.131074,0.917,0.403,0.855,0.14500000000000002,0,0.13296500000000003
4008,Vulcanized rubber plates,5413599,40064458,0.094546,0.73,0.295,0.818,0.18200000000000005,0,0.13286000000000003
7107,Silver clad metals,875540,1254399,0.590306,0.942,0.0,0.859,0.14100000000000001,0,0.132822
7320,Springs of iron or steel,82104038,102261246,0.853196,0.872,0.428,0.848,0.15200000000000002,0,0.13254400000000002
8004,"Tin plates, sheets and strips, thickness > 0.2 mm",16246,179840,0.026361,0.698,0.0,0.811,0.18899999999999995,0,0.13192199999999996
